Latitude,Longitude,Altitude,Rainfall_Intensity,Temperature,Humidity,Atmospheric_Pressure,River_Level,Drainage_Capacity,Drainage_System_Condition,Population_Density,Urbanization_Level,flood,Zone,threshold,Rain_Exceeds_Threshold,HighRain_LowDrainage,HighRain_HighRiver,HighRain_LowAltitude,HighRain_BadDrainSys,LowPressure_StormRisk,HighHumidity_PoorDrain,HighPop_LowDrain,HighUrban_HeavyRain,LowAlt_HighUrban
12.820132,77.580157,887.86,0.75,19.22,47.87,972.85,2.07,98.98,7,16706.83,6,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.891267,77.564616,925.64,104.24,16.56,88.29,901.95,4.84,51.84,9,21719.03,9,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.803017,77.588456,904.63,39.96,20.41,94.34,989.26,7.65,35.03,9,7934.22,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.872588,77.555756,966.11,13.98,22.87,86.89,908.89,5.07,67.04,3,9768.3,4,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.812486,77.565786,829.17,35.14,25.68,83.62,968.13,5.66,90.47,8,4614.4,10,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.852605,77.571527,883.97,85.06,19.1,80.29,992.14,1.34,36.09,4,11465.77,5,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.802423,77.549502,953.11,90.23,26.18,67.64,975.48,1.51,4.23,1,7170.17,5,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.837739,77.553108,884.64,69.36,31.32,72.18,963.48,6.45,55.99,1,5051.29,9,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.822819,77.557847,945.1,84.89,33.11,73.49,934.51,5.21,13.2,2,12361.33,1,0,1,116.93143305281531,0,0,0,0,0,0,0,1,0,0
12.887413,77.560063,910.95,17.19,15.66,73.27,959.69,3.05,79.0,6,19334.04,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.816126,77.588156,986.35,44.77,32.56,47.08,978.97,7.3,46.6,6,10515.28,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.878507,77.529131,849.57,16.57,27.48,67.6,982.05,8.53,7.13,7,9063.89,3,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.808543,77.5126,931.83,148.02,20.08,88.53,923.21,6.58,93.72,7,5978.02,1,1,1,116.93143305281531,1,0,1,0,0,1,0,0,0,0
12.926001,77.502424,838.84,102.85,20.98,80.95,984.98,4.64,12.19,2,8222.75,2,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.867076,77.507249,877.49,82.82,17.32,41.55,991.24,6.11,83.16,3,13094.89,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.862589,77.588845,907.62,136.77,20.28,77.91,912.01,6.57,29.95,8,2405.16,2,1,1,116.93143305281531,1,1,1,1,0,1,0,0,0,0
12.82169,77.55481,918.83,49.0,22.01,52.66,974.4,4.25,89.16,7,3988.63,10,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.852851,77.55479,953.27,68.64,17.55,52.0,942.09,0.26,88.59,3,1845.78,6,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.901647,77.51097,805.74,137.59,34.15,91.28,989.12,0.17,6.57,8,16196.98,9,1,1,116.93143305281531,1,1,0,1,0,0,1,1,1,1
12.880886,77.523292,944.33,123.35,31.75,60.55,916.19,3.49,59.93,2,29427.17,7,0,1,116.93143305281531,1,0,0,0,1,1,0,0,0,0
12.882408,77.556958,937.81,21.11,26.99,96.9,915.91,6.92,89.39,10,22231.27,3,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.904615,77.529053,957.3,108.16,17.78,45.61,984.92,7.41,12.76,7,2526.75,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.907343,77.540314,937.58,110.83,33.94,85.99,927.26,4.91,44.37,10,2859.0,6,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.813329,77.501706,951.49,117.63,20.7,64.79,939.31,6.96,88.86,1,18961.17,4,0,1,116.93143305281531,1,0,1,0,1,0,0,0,0,0
12.870859,77.524851,986.39,147.68,31.09,75.4,922.86,8.85,48.15,3,3112.13,5,1,1,116.93143305281531,1,0,1,0,1,1,0,0,0,0
12.877496,77.543553,805.25,146.44,20.25,51.27,917.3,1.39,38.81,1,10588.31,3,1,1,116.93143305281531,1,0,0,1,1,1,0,0,0,0
12.91107,77.559847,914.43,8.6,23.72,88.79,916.11,4.0,81.38,1,16789.79,9,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,1
12.83429,77.507454,878.27,43.19,15.0,99.47,921.66,4.58,83.14,6,5841.05,3,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.850427,77.526316,871.26,62.93,23.33,83.3,951.98,5.24,29.46,4,26854.16,8,1,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.888231,77.504535,957.61,64.48,15.21,76.81,949.08,5.37,21.65,2,3547.15,7,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.861126,77.59011,875.62,63.05,34.44,67.36,960.0,9.07,37.56,8,18314.79,7,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.867101,77.566711,836.55,23.4,15.1,84.8,913.22,2.96,49.52,3,9435.94,8,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.821501,77.570628,823.48,63.01,34.56,82.12,999.61,3.53,4.27,4,10017.68,4,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.830967,77.520291,975.97,49.31,19.62,67.39,963.7,6.89,32.01,7,6557.4,4,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.808649,77.511917,944.18,57.77,25.67,96.16,979.71,4.19,49.35,4,28078.78,2,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.803968,77.576896,963.86,104.46,33.97,91.39,994.72,5.15,82.57,3,29142.28,4,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.911773,77.52382,943.55,15.72,27.65,82.1,990.01,9.01,88.87,9,9627.63,4,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.846704,77.587156,833.7,5.97,28.57,94.71,975.34,4.91,35.16,10,13278.94,5,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.811039,77.547519,952.79,49.07,29.64,45.96,978.7,9.66,63.69,1,22848.87,1,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.893403,77.546231,897.04,130.62,15.05,87.32,941.16,7.7,24.73,5,16849.17,4,1,1,116.93143305281531,1,1,1,1,0,0,1,0,0,0
12.873135,77.562794,817.82,9.51,34.5,42.88,950.9,2.23,29.78,9,26527.88,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.896496,77.509915,938.41,11.09,16.72,43.73,954.29,2.63,61.49,10,14121.31,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.831926,77.516435,896.44,125.76,25.4,43.02,954.45,6.44,32.08,5,19240.5,9,0,1,116.93143305281531,1,0,1,1,0,0,0,0,1,1
12.908396,77.533784,854.49,13.2,19.85,50.35,933.27,4.39,36.01,8,16248.24,8,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.822083,77.555064,900.03,73.92,32.43,97.34,998.57,3.44,23.51,3,20081.98,4,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.821625,77.588805,955.69,143.67,16.46,66.77,966.09,0.92,85.04,10,27700.36,7,0,1,116.93143305281531,1,0,0,0,0,0,0,0,0,0
12.924393,77.536035,933.4,82.5,29.76,70.42,913.53,2.23,82.45,2,10438.44,2,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.813026,77.569823,934.22,111.69,33.52,62.22,964.05,9.99,87.1,7,8964.0,1,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.836933,77.563745,952.18,16.77,33.32,94.93,971.9,9.23,71.28,2,27264.05,5,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.826618,77.571079,943.06,137.49,26.6,96.79,940.72,4.29,3.29,1,3569.23,3,1,1,116.93143305281531,1,1,0,0,1,0,1,0,0,0
12.895415,77.5114,997.2,40.55,19.82,96.98,900.9,9.26,20.57,1,26920.89,7,1,1,116.93143305281531,0,0,0,0,0,1,1,0,0,0
12.821681,77.561873,968.29,136.44,20.67,90.66,992.61,5.47,79.69,5,18497.01,9,1,1,116.93143305281531,1,0,0,0,0,0,0,0,1,0
12.831236,77.578435,937.92,118.27,23.01,100.0,941.68,0.57,53.73,3,12564.95,10,1,1,116.93143305281531,1,0,0,0,1,0,0,0,1,0
12.858623,77.533313,918.32,55.81,34.76,83.38,999.22,7.77,96.74,2,26303.13,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.903409,77.561358,802.81,57.14,21.14,44.8,951.85,8.8,89.4,2,12548.66,1,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.816468,77.581754,844.18,105.64,18.4,81.26,909.25,2.7,31.32,6,6703.52,4,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.908208,77.532641,919.8,133.18,21.36,85.9,907.77,2.74,99.09,1,21430.75,6,1,1,116.93143305281531,1,0,0,1,1,1,0,0,0,0
12.931341,77.545627,896.45,9.3,19.24,72.62,910.83,3.02,68.9,3,12229.47,5,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.842489,77.58335,854.57,108.6,19.7,71.02,902.36,5.01,88.59,4,9083.22,4,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.941384,77.54834,866.9,74.09,27.45,48.92,940.21,5.82,83.15,4,19047.84,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.91699,77.532704,983.77,5.51,32.71,97.42,956.92,7.16,91.28,6,25995.35,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.80217,77.575269,975.23,62.47,22.41,55.25,904.78,7.96,93.98,9,4368.76,4,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.891665,77.505143,925.15,30.95,24.25,89.76,901.26,5.58,10.36,10,18742.47,2,0,1,116.93143305281531,0,0,0,0,0,1,1,1,0,0
12.830405,77.54895,887.01,21.32,17.03,46.22,999.99,7.88,22.05,3,11978.55,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.872466,77.565116,941.61,58.65,33.99,89.85,991.05,0.88,18.08,10,29688.32,4,1,1,116.93143305281531,0,0,0,0,0,0,1,1,0,0
12.882173,77.530007,941.98,28.03,23.95,88.42,942.8,6.21,86.69,7,10343.48,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.88354,77.552188,976.92,103.84,17.71,58.36,940.57,4.27,89.87,6,12939.78,6,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.846775,77.579516,968.25,29.66,29.37,84.96,946.64,1.47,13.63,8,25035.02,10,1,1,116.93143305281531,0,0,0,0,0,0,1,1,0,0
12.881505,77.514754,844.68,86.5,29.93,60.66,969.83,5.24,15.14,10,5900.89,6,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.803265,77.580952,920.06,65.66,15.76,47.41,925.98,8.87,46.26,5,9636.93,7,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.871258,77.512299,996.95,28.72,34.23,45.4,976.65,2.1,26.58,10,8689.8,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.803124,77.512346,894.36,3.3,15.2,51.91,954.91,3.5,16.61,6,7103.76,1,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.895716,77.545256,900.98,6.17,27.99,40.66,935.11,7.11,38.27,5,12281.98,8,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.800262,77.551273,947.32,131.89,19.12,46.93,931.23,8.22,59.41,2,12848.82,9,0,1,116.93143305281531,1,0,1,0,1,0,0,0,1,0
12.838129,77.56898,921.08,136.32,28.77,46.04,928.06,1.22,27.56,1,28511.39,10,0,1,116.93143305281531,1,1,0,0,1,0,0,0,1,0
12.906945,77.536743,977.47,8.04,20.83,94.77,966.83,1.21,82.8,8,19660.34,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.92114,77.534788,833.92,92.66,28.65,72.14,994.27,0.71,82.56,4,6120.35,4,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.930274,77.551851,844.73,29.57,25.13,76.03,913.46,5.12,35.81,3,21580.04,5,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.8727,77.529976,806.38,143.25,26.94,98.74,959.23,7.36,18.15,4,1801.37,2,0,1,116.93143305281531,1,1,1,1,1,0,1,0,0,0
12.826265,77.500641,884.73,47.02,17.53,69.75,931.2,8.13,60.55,10,12602.13,9,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.923132,77.552396,903.64,38.58,20.38,83.43,994.9,4.05,24.77,5,1457.74,9,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,1
12.873603,77.570236,877.25,2.51,24.85,90.2,921.06,1.93,28.39,10,16130.0,3,0,1,116.93143305281531,0,0,0,0,0,1,1,0,0,0
12.91624,77.548197,851.32,29.01,29.07,56.17,920.34,0.97,14.14,3,19815.03,5,0,1,116.93143305281531,0,0,0,0,0,1,0,1,0,0
12.805131,77.516366,884.46,120.12,18.86,77.21,968.37,1.53,13.66,3,10908.88,10,0,1,116.93143305281531,1,1,0,1,1,0,0,0,1,1
12.849047,77.525869,990.22,91.79,25.71,52.1,975.74,9.3,51.94,4,15939.65,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.934551,77.513184,913.29,46.71,22.53,64.52,955.05,5.4,96.45,7,11767.59,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.912413,77.529362,956.82,27.4,17.65,78.74,921.99,4.34,44.13,4,19890.69,9,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.868441,77.573498,851.61,114.13,18.99,80.69,938.04,0.7,87.38,6,28093.89,9,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.822003,77.587694,907.01,114.22,15.8,53.02,979.1,1.26,46.7,5,5812.46,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.895437,77.5525,961.57,26.93,17.7,86.67,959.81,2.13,90.31,6,28835.99,8,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.827415,77.55544,932.72,86.14,24.22,81.63,929.42,6.56,40.44,1,11475.61,1,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.824586,77.534625,838.17,45.63,29.44,99.07,942.1,2.25,2.15,9,3148.29,2,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.87775,77.517097,846.37,34.79,30.16,87.81,965.54,0.91,72.14,2,28149.56,10,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.832282,77.528089,864.86,46.01,31.44,59.84,941.48,5.74,27.41,3,26447.67,10,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.861242,77.58757,836.91,27.3,29.09,49.94,905.05,2.86,93.08,8,21890.51,5,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.834012,77.522796,888.66,45.73,15.15,59.65,969.65,6.31,17.1,8,29908.78,6,1,1,116.93143305281531,0,0,0,0,0,0,0,1,0,0
12.841652,77.532659,947.47,50.9,22.12,68.99,996.29,1.55,15.51,8,8914.5,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.842433,77.568695,884.95,87.32,20.5,55.63,968.82,4.39,45.59,7,11043.21,6,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.893911,77.545702,999.49,47.19,33.98,69.33,977.33,9.77,80.11,3,8972.54,5,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.872496,77.512825,996.75,97.54,21.62,98.11,993.07,6.32,79.24,1,1232.67,7,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.860217,77.534848,982.74,52.0,19.06,43.48,924.6,0.06,45.57,8,17004.29,7,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.816524,77.5459,844.45,110.75,34.15,97.18,982.81,5.76,74.48,10,22625.55,6,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.832788,77.503533,855.6,137.24,31.6,67.35,928.41,7.08,19.86,9,6772.36,6,1,1,116.93143305281531,1,1,1,1,0,0,0,0,0,0
12.852355,77.572186,947.95,147.18,32.34,61.4,927.59,9.67,57.0,10,23672.32,7,0,1,116.93143305281531,1,0,1,0,0,0,0,0,0,0
12.917301,77.539306,911.36,79.23,15.34,46.67,921.35,5.99,65.67,4,3201.04,3,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.80325,77.514524,829.53,30.29,22.8,73.72,935.5,5.66,96.96,3,1375.42,6,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.802656,77.539951,877.2,90.49,22.68,94.88,911.59,8.18,76.12,9,24846.28,7,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.830353,77.531326,978.72,21.17,16.57,54.04,912.79,4.15,92.4,10,2762.07,10,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.840992,77.564426,813.19,15.97,25.5,71.27,989.99,5.01,96.12,10,25186.45,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.862715,77.515446,892.81,129.62,15.47,94.42,938.9,5.82,29.25,3,28673.82,4,1,1,116.93143305281531,1,1,0,1,1,0,1,0,0,0
12.913861,77.545485,937.53,50.72,17.87,69.54,923.23,2.85,54.12,5,25316.92,1,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.854853,77.52334,958.51,146.57,21.38,53.89,927.18,6.58,74.49,8,5683.51,7,1,1,116.93143305281531,1,0,1,0,0,0,0,0,0,0
12.819697,77.530547,965.17,15.31,18.53,70.17,967.87,5.74,34.31,5,2827.42,1,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.860802,77.57333,999.06,131.76,32.35,79.23,954.53,4.19,83.26,1,15270.58,4,1,1,116.93143305281531,1,0,0,0,1,0,0,0,0,0
12.929939,77.509477,990.06,42.45,19.69,73.89,971.29,7.53,28.31,1,7959.12,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.813416,77.517788,891.63,61.21,29.48,97.31,943.69,3.1,19.65,9,7231.68,9,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,1
12.881419,77.509812,914.5,11.35,19.72,51.07,956.83,5.21,98.09,2,9994.59,10,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.906114,77.530734,838.81,62.88,17.32,66.32,997.88,7.22,82.61,8,13131.23,6,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.80342,77.5926,816.61,114.04,20.44,81.81,995.03,9.0,3.13,10,26412.02,10,0,1,116.93143305281531,0,0,0,0,0,0,1,1,0,1
12.818507,77.59509,899.75,138.89,30.26,51.48,944.78,9.15,8.51,7,5267.48,2,0,1,116.93143305281531,1,1,1,1,0,0,0,0,0,0
12.871873,77.541899,929.53,102.77,23.57,71.05,989.8,1.01,19.33,5,9970.77,5,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.905005,77.553422,996.99,46.25,16.51,64.22,968.17,2.27,51.34,3,10772.9,10,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.890348,77.535868,835.75,16.21,22.42,88.54,910.28,6.3,84.22,8,5986.69,1,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.858689,77.570122,838.45,85.72,30.53,48.35,921.24,7.45,64.78,7,19195.28,2,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.895296,77.553177,940.88,81.75,25.32,60.08,912.52,8.24,74.98,3,13400.69,9,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.827318,77.54934,878.69,59.62,18.97,74.22,922.93,8.26,41.35,7,24802.08,2,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.82432,77.512509,935.65,24.12,31.93,80.12,935.76,3.48,56.73,10,12894.48,7,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.832614,77.51297,980.97,95.16,26.07,69.29,965.44,5.49,47.41,1,13552.81,3,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.914435,77.562462,820.84,82.58,30.21,60.98,915.09,6.51,90.17,6,6646.1,5,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.815168,77.512062,845.22,4.05,34.29,91.26,931.75,9.16,1.08,10,6837.68,2,1,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.874296,77.57361,911.41,8.57,22.54,67.12,920.2,6.74,97.95,8,26535.62,1,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.854856,77.540959,872.61,68.1,17.66,74.49,957.83,0.31,23.4,7,6290.23,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.852319,77.559496,946.45,18.2,34.16,46.32,931.01,4.97,84.16,4,23244.14,3,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.854104,77.512798,848.37,73.65,22.5,55.35,941.83,6.27,33.04,9,19450.61,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.925651,77.535065,850.17,21.97,29.43,56.76,960.5,8.41,82.19,10,4900.69,9,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.852409,77.546202,991.63,91.96,23.24,80.57,929.13,0.04,16.61,10,22851.42,4,0,1,116.93143305281531,0,0,0,0,0,0,1,1,0,0
12.931665,77.514288,884.47,128.41,32.83,49.12,942.83,0.89,44.63,5,8834.09,6,1,1,116.93143305281531,1,0,0,1,0,0,0,0,0,0
12.927195,77.542744,838.28,144.52,34.57,92.69,988.27,7.21,18.63,2,27148.49,7,1,1,116.93143305281531,1,1,1,1,1,0,1,1,0,0
12.831063,77.58195,942.24,128.72,22.33,60.41,940.26,4.1,76.5,1,26242.68,1,1,1,116.93143305281531,1,0,0,0,1,0,0,0,0,0
12.88539,77.521733,939.81,6.27,18.57,83.9,978.97,3.91,47.35,8,4823.03,4,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.826446,77.570432,850.38,55.65,19.05,88.93,995.78,3.24,63.92,3,3375.69,2,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.869374,77.561499,976.0,108.47,15.54,42.11,977.39,3.35,16.22,1,23719.33,6,1,1,116.93143305281531,0,0,0,0,0,0,0,1,0,0
12.824936,77.562588,874.47,139.41,20.72,61.49,977.36,8.46,39.52,4,18092.89,6,0,1,116.93143305281531,1,0,1,1,1,0,0,0,0,0
12.92572,77.547568,853.41,136.11,25.35,60.62,935.85,9.76,20.45,3,29877.08,10,1,1,116.93143305281531,1,1,1,1,1,0,0,0,1,1
12.930131,77.503005,943.58,56.18,19.09,90.69,925.43,6.21,18.27,6,4935.32,10,0,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.825377,77.586754,821.85,102.81,26.77,69.91,909.58,3.42,70.01,2,4355.46,8,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.847176,77.515976,840.39,5.36,27.86,92.88,987.08,1.26,45.9,8,19498.89,10,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.927713,77.549434,896.04,137.01,20.96,51.27,965.86,1.61,35.17,3,22310.15,10,1,1,116.93143305281531,1,0,0,1,1,0,0,0,1,1
12.910502,77.519281,856.61,1.36,25.57,74.34,970.65,5.45,41.02,2,25325.06,1,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.835569,77.563772,894.99,88.72,16.84,79.81,944.59,4.53,98.6,3,1754.57,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.800898,77.500398,861.75,52.84,21.86,59.31,955.67,6.77,54.35,3,18299.95,2,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.820677,77.552333,908.35,87.33,24.23,56.26,915.56,1.97,47.99,3,25640.24,9,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,1
12.869655,77.56852,841.77,25.25,25.66,51.64,969.78,8.02,70.53,9,5064.99,5,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.801235,77.588643,842.9,4.36,26.65,52.2,902.1,0.04,27.74,10,18950.62,10,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,1
12.82314,77.58186,992.53,84.74,15.89,95.84,910.13,2.43,38.72,1,15687.68,7,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.837358,77.510418,960.26,19.36,16.56,70.8,988.48,5.95,3.49,9,25650.84,1,1,1,116.93143305281531,0,0,0,0,0,0,0,1,0,0
12.848804,77.526249,967.19,3.4,20.62,81.68,987.71,9.8,93.59,8,8399.93,1,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.817786,77.587632,841.0,27.31,16.95,49.59,908.64,1.2,62.21,10,12712.82,7,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.88257,77.536346,876.64,125.85,34.98,70.45,999.99,2.81,79.06,8,19736.59,6,0,1,116.93143305281531,1,0,0,1,0,0,0,0,0,0
12.826166,77.533255,945.58,7.55,20.28,72.36,987.66,4.47,81.4,6,26152.0,5,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.866349,77.512219,964.13,54.19,18.45,75.31,977.38,6.09,81.12,2,8407.03,3,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.828482,77.534645,939.45,62.76,16.22,60.53,912.15,8.88,56.89,10,15253.88,5,0,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.876556,77.51273,993.31,14.36,23.79,84.66,969.74,3.34,70.31,6,22493.1,3,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.810804,77.582165,979.21,50.93,26.69,49.92,926.59,5.24,69.4,2,11452.01,10,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.805377,77.531353,913.92,9.16,23.35,88.97,952.89,9.54,9.4,8,5318.8,4,1,1,116.93143305281531,0,0,0,0,0,0,1,0,0,0
12.840772,77.509941,940.71,43.52,19.53,41.56,907.19,8.66,77.82,9,17837.45,8,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.861605,77.53609,886.22,22.44,32.91,83.21,983.83,4.88,73.4,4,13296.34,8,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.862797,77.516505,829.44,60.82,31.04,82.26,962.7,3.8,32.49,3,9490.81,9,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,1
12.833801,77.514344,852.77,148.22,19.82,51.54,985.94,9.04,30.86,3,1971.22,1,0,1,116.93143305281531,1,0,1,1,1,0,0,0,0,0
12.883397,77.533029,924.23,125.79,19.32,61.18,937.35,1.34,37.17,7,11829.18,4,1,1,116.93143305281531,1,0,0,0,0,0,0,0,0,0
12.875306,77.576908,980.01,39.25,23.41,60.61,957.01,7.35,99.69,6,7808.96,7,1,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.858607,77.585546,893.84,53.12,34.7,89.57,991.39,4.67,62.65,8,13092.18,3,0,1,116.93143305281531,0,0,0,0,0,0,0,0,0,0
12.869648,77.585741,957.04,36.42,30.08,86.25,920.66,5.94,59.29,2,4971.92,5,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
12.855212,77.545789,966.6,79.29,26.49,44.16,900.7,2.41,53.19,10,22508.16,5,1,1,116.93143305281531,0,0,0,0,0,1,0,0,0,0
